Id,SalePrice
2429,98503
2430,127269
2431,83692
2432,139566
2433,135222
2434,128278
2435,146753
2436,115500
2437,94783
2438,110695
2439,113365
2440,138255
2441,120777
2442,94854
2443,148001
2444,126670
2445,104815
2446,136723
2447,213052
2448,135804
2449,125756
2450,159056
2451,116579
2452,198787
2453,99711
2454,112501
2455,118568
2456,151845
2457,126387
2458,124534
2459,107707
2460,146774
2461,122408
2462,126852
2463,142398
2464,175246
2465,136632
2466,122558
2467,164668
2468,85642
2469,82321
2470,185627
2471,221800
2472,164770
2473,107487
2474,38417
2475,221122
2476,104074
2477,107000
2478,154159
2479,97592
2480,151826
2481,132691
2482,131694
2483,92567
2484,131468
2485,124229
2486,130539
2487,191110
2488,180157
2489,151030
2490,152812
2491,119628
2492,193433
2493,148682
2494,145136
2495,66449
2496,227690
2497,157743
2498,89832
2499,78256
2500,112978
2501,146214
2502,142527
2503,102849
2504,165135
2505,223986
2506,263166
2507,282218
2508,265823
2509,226971
2510,217663
2511,185010
2512,207422
2513,244027
2514,290210
2515,136120
2516,177276
2517,127626
2518,140667
2519,224934
2520,221464
2521,198388
2522,224882
2523,110948
2524,136523
2525,122450
2526,140963
2527,116883
2528,120191
2529,140904
2530,118149
2531,237464
2532,224916
2533,208100
2534,245512
2535,273298
2536,235661
2537,237330
2538,192582
2539,204154
2540,183760
2541,192435
2542,170388
2543,109017
2544,119634
2545,130749
2546,133582
2547,149203
2548,164473
2549,147872
2550,611633
2551,140798
2552,138092
2553,78591
2554,73470
2555,98583
2556,81905
2557,90142
2558,150142
2559,119677
2560,137671
2561,141827
2562,130612
2563,126222
2564,190008
2565,121976
2566,121485
2567,102423
2568,195508
2569,207800
2570,119663
2571,163329
2572,158363
2573,209276
2574,245124
2575,152549
2576,139147
2577,155916
2578,82029
2579,19304
2580,105856
2581,111326
2582,143508
2583,262694
2584,182436
2585,195656
2586,225171
2587,199249
2588,143198
2589,160103
2590,233832
2591,244919
2592,217942
2593,251713
2594,189872
2595,229268
2596,316778
2597,203509
2598,281674
2599,340257
2600,147397
2601,157695
2602,61319
2603,79578
2604,78062
2605,62960
2606,153935
2607,217526
2608,200980
2609,174124
2610,117428
2611,101919
2612,155637
2613,132844
2614,107192
2615,176891
2616,165085
2617,194239
2618,240369
2619,205915
2620,178528
2621,172994
2622,185266
2623,232695
2624,291547
2625,267199
2626,174818
2627,163322
2628,398833
2629,435381
2630,325554
2631,426455
2632,371880
2633,271908
2634,377060
2635,167095
2636,181254
2637,212429
2638,266457
2639,181887
2640,153378
2641,98861
2642,189635
2643,108333
2644,113857
2645,108249
2646,95756
2647,109670
2648,132701
2649,147983
2650,128755
2651,139093
2652,364619
2653,249566
2654,247911
2655,372270
2656,320747
2657,342448
2658,289405
2659,300792
2660,344971
2661,330664
2662,357881
2663,273295
2664,290812
2665,316144
2666,284010
2667,187881
2668,195603
2669,191611
2670,284723
2671,200972
2672,199438
2673,198728
2674,200812
2675,171642
2676,214726
2677,200627
2678,259806
2679,272671
2680,274707
2681,386253
2682,311053
2683,449712
2684,297459
2685,325211
2686,251123
2687,270643
2688,222130
2689,209039
2690,366598
2691,197084
2692,144661
2693,211183
2694,151780
2695,211730
2696,200966
2697,182972
2698,222366
2699,178294
2700,156574
2701,166049
2702,119032
2703,150958
2704,138088
2705,100664
2706,100696
2707,133066
2708,113671
2709,115227
2710,116176
2711,280591
2712,357146
2713,171289
2714,160857
2715,173088
2716,149660
2717,184561
2718,221208
2719,151906
2720,194832
2721,132581
2722,179926
2723,167385
2724,119874
2725,122498
2726,131562
2727,148858
2728,191675
2729,139433
2730,137193
2731,131520
2732,121348
2733,149780
2734,144903
2735,136892
2736,118704
2737,104602
2738,122254
2739,158501
2740,141214
2741,144713
2742,173612
2743,146116
2744,153965
2745,144952
2746,117525
2747,167135
2748,112617
2749,124710
2750,110254
2751,123067
2752,219023
2753,141960
2754,212310
2755,139915
2756,72361
2757,64146
2758,104878
2759,167697
2760,137603
2761,137712
2762,123239
2763,191085
2764,185367
2765,269597
2766,127482
2767,61156
2768,101607
2769,120714
2770,156903
2771,99098
2772,105732
2773,190247
2774,157540
2775,121192
2776,162946
2777,170497
2778,129328
2779,136521
2780,91567
2781,79305
2782,88275
2783,92816
2784,121880
2785,149100
2786,67162
2787,137827
2788,61978
2789,176527
2790,98728
2791,111545
2792,80928
2793,156709
2794,86570
2795,126735
2796,75765
2797,217933
2798,122205
2799,130405
2800,63801
2801,102938
2802,135285
2803,153096
2804,138602
2805,112319
2806,74162
2807,163839
2808,162939
2809,122991
2810,114312
2811,181319
2812,162865
2813,152604
2814,140761
2815,105944
2816,239370
2817,160866
2818,137819
2819,180082
2820,126533
2821,111356
2822,191173
2823,300223
2824,178204
2825,166407
2826,138730
2827,131683
2828,238751
2829,249028
2830,219370
2831,191908
2832,235916
2833,296459
2834,219633
2835,219379
2836,213410
2837,149881
2838,126700
2839,180695
2840,188973
2841,209136
2842,228948
2843,155439
2844,178917
2845,105527
2846,213539
2847,197724
2848,219771
2849,205008
2850,289489
2851,224889
2852,238133
2853,227420
2854,157787
2855,208984
2856,200107
2857,201403
2858,211455
2859,96259
2860,140101
2861,115073
2862,221149
2863,127753
2864,258390
2865,129604
2866,165519
2867,97246
2868,108448
2869,94334
2870,108226
2871,75364
2872,11325
2873,79626
2874,174238
2875,111453
2876,193394
2877,134084
2878,140919
2879,120822
2880,104690
2881,106163
2882,156880
2883,197033
2884,196764
2885,165385
2886,228804
2887,98704
2888,157320
2889,41605
2890,77187
2891,147371
2892,46133
2893,88756
2894,25737
2895,310209
2896,268390
2897,224437
2898,144920
2899,230502
2900,148317
2901,231625
2902,202850
2903,319182
2904,346848
2905,69828
2906,209197
2907,98480
2908,116988
2909,143812
2910,78685
2911,52441
2912,150573
2913,54608
2914,66128
2915,77893
2916,55594
2917,142771
2918,121665
2919,244632
